Protein FDR Confidence: Mascot,Master,Accession,Description,# Unique Peptides,# PSMs,# Razor Peptides,"Abundance: F1: 126, Sample, QC, 36478, Syngap1","Abundance: F1: 129N, Sample, QC, 36479, Syngap1","Abundance: F1: 131C, Sample, QC, 36480, Syngap1","Abundance: F2: 126, Sample, QC, 38823, Ube3a","Abundance: F2: 129N, Sample, QC, 38824, Ube3a","Abundance: F2: 131C, Sample, QC, 38825, Ube3a","Abundance: F3: 126, Sample, QC, 38820, Shank2","Abundance: F3: 129N, Sample, QC, 38821, Shank2","Abundance: F3: 131C, Sample, QC, 38822, Shank2","Abundance: F4: 126, Sample, QC, 41349, Shank3","Abundance: F4: 129N, Sample, QC, 41350, Shank3","Abundance: F4: 131C, Sample, QC, 41351, Shank3","Abundance: F1: 127N, Sample, WT, 36471, Syngap1","Abundance: F1: 128N, Sample, WT, 36472, Syngap1","Abundance: F1: 129C, Sample, WT, 36474, Syngap1","Abundance: F1: 130C, Sample, WT, 36477, Syngap1","Abundance: F2: 127N, Sample, WT, 38812, Ube3a","Abundance: F2: 128N, Sample, WT, 38813, Ube3a","Abundance: F2: 129C, Sample, WT, 38816, Ube3a","Abundance: F2: 130C, Sample, WT, 38817, Ube3a","Abundance: F3: 127N, Sample, WT, 38804, Shank2","Abundance: F3: 128N, Sample, WT, 38805, Shank2","Abundance: F3: 129C, Sample, WT, 38806, Shank2","Abundance: F3: 130C, Sample, WT, 38810, Shank2","Abundance: F4: 127N, Sample, WT, 41333, Shank3","Abundance: F4: 128N, Sample, WT, 41334, Shank3","Abundance: F4: 129C, Sample, WT, 41339, Shank3","Abundance: F4: 130C, Sample, WT, 41340, Shank3","Abundance: F1: 127C, Sample, HET, 36470, Syngap1","Abundance: F1: 128C, Sample, HET, 36473, Syngap1","Abundance: F1: 130N, Sample, HET, 36475, Syngap1","Abundance: F1: 131N, Sample, HET, 36476, Syngap1","Abundance: F2: 127C, Sample, KO, 38814, Ube3a","Abundance: F2: 128C, Sample, KO, 38815, Ube3a","Abundance: F2: 130N, Sample, KO, 38818, Ube3a","Abundance: F2: 131N, Sample, KO, 38819, Ube3a","Abundance: F3: 127C, Sample, KO, 38807, Shank2","Abundance: F3: 128C, Sample, KO, 38808, Shank2","Abundance: F3: 130N, Sample, KO, 38809, Shank2","Abundance: F3: 131N, Sample, KO, 38811, Shank2","Abundance: F4: 127C, Sample, KO, 41335, Shank3","Abundance: F4: 128C, Sample, KO, 41336, Shank3","Abundance: F4: 130N, Sample, KO, 41337, Shank3","Abundance: F4: 131N, Sample, KO, 41338, Shank3","Abundances (Normalized): F1: 126, Sample, QC, 36478, Syngap1","Abundances (Normalized): F1: 129N, Sample, QC, 36479, Syngap1","Abundances (Normalized): F1: 131C, Sample, QC, 36480, Syngap1","Abundances (Normalized): F2: 126, Sample, QC, 38823, Ube3a","Abundances (Normalized): F2: 129N, Sample, QC, 38824, Ube3a","Abundances (Normalized): F2: 131C, Sample, QC, 38825, Ube3a","Abundances (Normalized): F3: 126, Sample, QC, 38820, Shank2","Abundances (Normalized): F3: 129N, Sample, QC, 38821, Shank2","Abundances (Normalized): F3: 131C, Sample, QC, 38822, Shank2","Abundances (Normalized): F4: 126, Sample, QC, 41349, Shank3","Abundances (Normalized): F4: 129N, Sample, QC, 41350, Shank3","Abundances (Normalized): F4: 131C, Sample, QC, 41351, Shank3","Abundances (Normalized): F1: 127N, Sample, WT, 36471, Syngap1","Abundances (Normalized): F1: 128N, Sample, WT, 36472, Syngap1","Abundances (Normalized): F1: 129C, Sample, WT, 36474, Syngap1","Abundances (Normalized): F1: 130C, Sample, WT, 36477, Syngap1","Abundances (Normalized): F2: 127N, Sample, WT, 38812, Ube3a","Abundances (Normalized): F2: 128N, Sample, WT, 38813, Ube3a","Abundances (Normalized): F2: 129C, Sample, WT, 38816, Ube3a","Abundances (Normalized): F2: 130C, Sample, WT, 38817, Ube3a","Abundances (Normalized): F3: 127N, Sample, WT, 38804, Shank2","Abundances (Normalized): F3: 128N, Sample, WT, 38805, Shank2","Abundances (Normalized): F3: 129C, Sample, WT, 38806, Shank2","Abundances (Normalized): F3: 130C, Sample, WT, 38810, Shank2","Abundances (Normalized): F4: 127N, Sample, WT, 41333, Shank3","Abundances (Normalized): F4: 128N, Sample, WT, 41334, Shank3","Abundances (Normalized): F4: 129C, Sample, WT, 41339, Shank3","Abundances (Normalized): F4: 130C, Sample, WT, 41340, Shank3","Abundances (Normalized): F1: 127C, Sample, HET, 36470, Syngap1","Abundances (Normalized): F1: 128C, Sample, HET, 36473, Syngap1","Abundances (Normalized): F1: 130N, Sample, HET, 36475, Syngap1","Abundances (Normalized): F1: 131N, Sample, HET, 36476, Syngap1","Abundances (Normalized): F2: 127C, Sample, KO, 38814, Ube3a","Abundances (Normalized): F2: 128C, Sample, KO, 38815, Ube3a","Abundances (Normalized): F2: 130N, Sample, KO, 38818, Ube3a","Abundances (Normalized): F2: 131N, Sample, KO, 38819, Ube3a","Abundances (Normalized): F3: 127C, Sample, KO, 38807, Shank2","Abundances (Normalized): F3: 128C, Sample, KO, 38808, Shank2","Abundances (Normalized): F3: 130N, Sample, KO, 38809, Shank2","Abundances (Normalized): F3: 131N, Sample, KO, 38811, Shank2","Abundances (Normalized): F4: 127C, Sample, KO, 41335, Shank3","Abundances (Normalized): F4: 128C, Sample, KO, 41336, Shank3","Abundances (Normalized): F4: 130N, Sample, KO, 41337, Shank3","Abundances (Normalized): F4: 131N, Sample, KO, 41338, Shank3"
High,Master Protein,Q64444,Carbonic anhydrase 4 OS=Mus musculus OX=10090 GN=Ca4 PE=1 SV=1,6,16,0,445426.3908,592464.5152,570570.8179,1142954.885,1354393.507,880145.364,713303.8961,690985.6691,746275.6976,398702.9957,560958.1702,511141.5662,164691.9852,379338.2871,229871.6229,359231.517,997492.8565,1170795.155,1318438.797,1279062.504,870220.0485,1150996.114,1078164.631,885530.932,514708.2193,360801.6944,381482.5074,504990.8018,288879.8384,277046.0394,130841.567,321079.0856,1155618.088,995401.7125,1213216.42,1265829.803,755953.7575,819127.5168,1075615.109,949932.4411,343176.6849,335711.9769,296623.0943,396565.2374,460321.1034,592464.5152,581163.0879,1854470.622,1636796.657,1932995.456,1287227.247,1344389.447,1393169.62,827220.9047,769693.2059,827770.6079,344754.0357,509987.9239,412879.7822,532683.7662,1852945.325,2103558.36,2140099.818,2083142.462,1800704.287,1701975.483,1671500.295,1618864.479,800954.6768,833263.5414,700719.2149,635744.3749,380713.561,396164.9029,283891.8698,654740.8807,2180268.252,2225962.186,2175811.574,2066381.916,1600046.365,1475790.765,1890715.996,1745668.505,811267.1498,705212.4818,674402.5912,845779.0631
High,Master Protein,P56371,Ras-related protein Rab-4A OS=Mus musculus OX=10090 GN=Rab4a PE=1 SV=2,6,53,0,1413005.683,1585404.415,1530413.973,146960.9567,196641.7371,118475.8696,563442.3324,583910.2073,586225.1918,338078.219,532225.7495,434614.1795,621269.2081,1237696.689,825521.4666,1223373.392,161884.4782,161672.3031,186400.7834,192936.8207,589453.8515,807017.5435,841933.1938,695424.0637,540070.454,427104.1317,447331.9723,569759.9493,1095574.193,1322249.986,793657.2525,794162.396,161817.4939,139258.5932,187512.2298,189741.3858,535476.2139,654202.7801,723396.0818,679408.8936,405682.8632,499990.1837,366412.5985,428194.5599,1460255.496,1585404.415,1558825.097,238447.5364,237643.2966,260199.4251,1016787.272,1136062.23,1094382.586,701437.8454,730269.3234,703837.9724,1300519.066,1663977.475,1482745.539,1814070.078,300717.0279,290475.3434,302567.1603,314226.1481,1219728.366,1193335.11,1305265.951,1271324.664,840421.6986,986387.5554,821673.6085,717283.7238,1443852.761,1890765.298,1722027.996,1619447.076,305295.9694,311416.3444,336288.9534,309740.0356,1133385.159,1178652.165,1271585.469,1248533.744,959031.2938,1050303.065,833076.0843,913236.8637
High,Master Protein,Q80XG9,Leucine-rich repeat transmembrane neuronal protein 4 OS=Mus musculus OX=10090 GN=Lrrtm4 PE=1 SV=2,6,18,1,1809226.128,2079280.815,1874905.927,259915.4058,505601.4205,198568.1908,295202.4384,286670.4841,278152.3806,190549.0611,268591.9348,256503.3355,828802.5415,1383473.104,1155375.942,1334756.276,232561.2489,290949.8912,380403.1228,312360.4662,305870.9231,344805.9409,328088.56,329412.3924,226474.2136,162528.4987,206051.1901,299011.4327,1156684.867,1148858.452,893381.5814,957146.3666,289308.8488,244246.7903,288374.8734,297966.7603,242389.6688,292536.5908,323323.2694,344035.4987,144876.5134,166665.7978,142053.3744,156531.1981,1869725.245,2079280.815,1909712.316,421718.7313,611023.8352,436100.0198,532721.9214,557749.3002,519263.1193,395347.3348,368536.191,415395.5302,1734954.015,1859961.412,2075207.723,1979233.353,432006.3809,522747.3595,617473.2237,508725.2176,632923.918,509863.8048,508642.2881,602208.2366,352424.0992,375355.9766,378481.386,376432.275,1524390.269,1642822.247,1938403.624,1951802.166,545829.8937,546195.6841,517178.4498,486410.6718,513040.2549,527052.0038,568337.5699,632225.9443,342487.0082,350106.0701,322972.7072,333843.7099
High,Master Protein,Q9R1K9,Centrin-2 OS=Mus musculus OX=10090 GN=Cetn2 PE=1 SV=1,6,15,0,41561.39891,38554.40546,47473.42886,214004.0721,214519.4296,156558.7236,287286.9893,275854.6062,270440.9435,350406.382,510946.054,410975.8169,21687.99389,31220.37169,17955.63731,32700.70732,222169.4741,211236.8679,202840.3755,219369.223,256166.2146,414065.0304,344237.0418,300854.3536,445260.8742,405133.084,481561.2797,606743.2521,34153.8866,36620.35842,16688.74359,34447.39039,178144.8549,148296.4022,206835.8412,218446.9411,288266.4682,291140.3869,281178.4166,275607.7334,490581.2868,448569.05,345571.534,308838.0434,42951.17982,38554.40546,48354.74168,347226.5352,259248.6478,343837.8634,518437.7126,536705.8073,504867.1795,727016.0682,701071.3583,665556.7152,45400.04428,41973.12289,32250.69509,48489.99908,412702.593,379527.6035,329252.0304,357275.2245,530072.367,612277.0717,533677.604,550000.4672,692885.3401,935645.9061,884547.09,763842.8426,45011.26787,52365.66733,36210.19477,70244.73323,336100.2873,331627.1004,370944.3839,356599.9217,610142.7634,524536.5167,494255.3571,506477.8495,1159730.541,942285.3957,785691.8172,658677.8829
High,Master Protein,Q4QQM5,Mitoguardin 1 OS=Mus musculus OX=10090 GN=Miga1 PE=1 SV=1,6,12,0,392138.8607,409244.8638,416362.8335,204745.1005,415419.5825,164993.7596,63562.10719,60167.86026,71127.60483,21957.63574,33102.722,27252.38383,201718.1551,348341.3559,197289.5155,215019.8238,144256.4368,142641.2413,206505.7161,184308.3627,39715.87633,57238.2967,55415.57474,56270.52298,24593.64152,13867.86131,17415.61757,32609.96232,340493.5135,297347.2418,180294.1791,175335.5138,147254.3492,120713.5417,162024.8067,163383.3785,38888.94689,45025.76811,49800.15766,48375.14774,13951.0473,14826.82673,12097.35441,16845.52117,405251.6797,409244.8638,424092.3342,332203.6405,502038.278,362363.0831,114704.0927,117063.2619,132783.1236,45557.25817,45420.39241,44134.00088,422261.8846,468315.1977,354358.0158,318840.5364,267971.1322,256282.3858,335201.6389,300173.4281,82182.14335,84638.14648,85911.87921,102869.7559,38270.98822,32027.51928,31989.56081,41053.42124,448735.0129,425194.8211,391191.0627,357542.2188,277820.1431,269945.0642,290579.1943,266712.3636,82312.06935,81121.20691,87538.70589,88897.87125,32980.17283,31145.93459,27504.5582,35927.47869
High,Master Protein,P47791,"Glutathione reductase, mitochondrial OS=Mus musculus OX=10090 GN=Gsr PE=1 SV=3",6,12,0,489902.4318,647712.6632,511185.8325,42117.53617,52511.73128,35253.38104,192952.451,205944.614,200987.0025,129413.9699,203237.385,143718.3083,192119.1519,221753.7623,195998.0937,357253.4043,44977.65519,39916.4876,31675.50119,44597.34043,180200.7695,273237.1423,206286.3631,221677.6385,95894.91984,47999.77572,101250.7556,160876.0049,217738.2308,328570.4729,229495.9015,254458.2111,31090.47808,30202.67079,42098.27163,44128.64925,200049.9916,213986.8439,221224.5695,273978.7331,41298.30131,60611.59579,74965.79835,73334.88016,506284.3887,647712.6632,520675.6595,68336.67233,63460.89654,77424.28486,348201.7322,400688.1446,375208.5013,268505.485,278862.922,232745.2887,402168.0405,298128.9912,352038.4518,529750.5365,83550.60929,71717.63635,51415.91292,72633.36487,372880.743,404035.1758,319809.8945,405255.245,149225.2924,110854.4215,185980.6114,202530.4516,286956.3265,469842.8093,497945.8905,518888.3383,58657.42584,67540.57407,75500.0552,72037.04838,423424.3942,385531.9247,388868.4983,503484.2739,97628.87945,127323.5894,170442.321,156405.8076
High,Master Protein,Q8BFT9,Synaptic vesicle 2-related protein OS=Mus musculus OX=10090 GN=Svop PE=1 SV=1,6,18,0,1337580.698,1329540.158,1322701.283,722993.5613,764066.237,499189.5825,403604.0303,401306.0201,398028.1669,499948.7848,788018.1112,603335.2858,645876.7423,1069673.5,820676.8275,1086660.764,709408.1982,795903.7071,811020.4248,818737.4252,416281.8296,567540.6323,504602.7984,445820.0889,506888.9392,429313.0594,471404.2823,721879.2192,990065.0696,1147098.934,678252.158,763412.4093,763163.6867,547090.0984,771592.621,789250.2141,390609.9066,467278.4552,501480.6196,449431.2491,454673.3645,480059.6105,386326.3745,402547.9527,1382308.358,1329540.158,1347256.358,1173073.702,923380.8757,1096331.623,728343.2875,780785.4813,743050.7949,1037283.618,1081243.163,977074.1596,1352030.66,1438084.649,1474043.927,1611346.78,1317798.515,1429993.871,1316454.483,1333434.989,861391.8704,839221.1148,782295.8594,815016.4833,788786.8334,991489.025,865890.3938,908790.1232,1304802.718,1640306.206,1471629.222,1556742.047,1439836.893,1223427.543,1383792.807,1288397.828,826762.1598,841877.7478,881502.5198,825909.2361,1074844.477,1008435.959,878352.0672,858538.7679
High,Master Protein,Q9QXG2,Rab proteins geranylgeranyltransferase component A 1 OS=Mus musculus OX=10090 GN=Chm PE=1 SV=1,6,9,0,310160.9304,285810.52,284060.7927,,,,58688.29162,66261.92382,58146.86511,54634.90301,83189.73324,69593.61234,155870.3535,234144.3687,182344.4306,276415.933,,,,,52918.60223,79414.72572,81305.53211,66781.03871,93982.33787,75850.02745,69973.54489,97031.32151,257352.6251,271350.7459,178439.8342,170745.8881,,,,,53208.82561,72351.71291,76062.73848,65175.49323,72487.71546,83185.19582,56466.61974,59867.99534,320532.4711,285810.52,289334.1936,,,,105908.8117,128919.9401,108550.2935,113355.3908,114145.0038,112703.7021,326287.4837,314787.1031,327514.6703,409881.2973,,,,,109501.906,117430.3845,126049.6004,122084.331,146249.0596,175173.9625,128529.635,122154.9316,339163.9751,388020.8579,387167.6209,348183.1056,,,,,112621.4232,130353.3181,133703.0645,119771.471,171360.4243,174742.7629,128382.5683,127684.1544
High,Master Protein,Q9JIK9,"28S ribosomal protein S34, mitochondrial OS=Mus musculus OX=10090 GN=Mrps34 PE=1 SV=1",6,16,0,885551.6895,976550.2682,948991.674,655761.6716,1411370.213,476992.1745,144189.1163,138953.8391,143137.5308,204754.9163,290200.1805,258983.7363,382130.0521,622247.6881,454425.4565,399874.801,365569.9536,362296.7806,457261.6265,414961.7093,73573.14878,126443.8641,119918.2941,110610.091,200099.0263,124961.7582,196469.9203,338031.5421,693291.5393,471406.2233,343274.6725,294875.3116,325989.5303,320788.0428,370698.4936,422928.9398,77689.50439,90972.55166,88009.72948,83403.64272,110497.2833,135599.0885,139415.3941,143261.9216,915163.8504,976550.2682,966609.0771,1063988.413,1705653.516,1047581.165,260203.4843,270350.1436,267213.3906,424821.3556,398184.9613,419412.427,799922.8225,836558.8643,816208.1128,592951.3557,679083.6968,650935.7492,742230.5277,675826.5169,152241.3609,186972.2704,185911.7414,202209.4777,311380.788,288596.4195,360882.2046,425555.5758,913686.0924,674092.2954,744815.9701,601306.4376,615034.1801,717360.6836,664819.6148,690403.0153,164437.0543,163901.7721,154703.4826,153268.9126,261214.7621,284845.8688,316974.9924,305543.5081
High,Master Protein,Q99JH7,Calsyntenin-3 OS=Mus musculus OX=10090 GN=Clstn3 PE=1 SV=1,6,12,0,144440.7401,157408.8079,157691.2806,36052.44711,41442.48255,24722.86506,40393.74913,36957.65304,40976.5701,139621.2418,208028.0856,194674.0998,89563.03697,109070.4839,76714.37829,124481.3746,43773.03123,48776.40596,46700.63749,52614.65932,49996.98694,58315.37297,71301.28573,48750.50528,187891.4365,203413.6191,179179.7053,251036.7695,125629.6446,154520.9639,74013.66584,98441.43095,52995.44595,40839.70693,46373.29369,53529.83162,50564.38373,56283.61192,59712.4694,51042.91418,164855.7025,170131.6218,171952.9869,196402.0159,149270.7263,157408.8079,160618.715,58495.92566,50083.61053,54296.92389,72894.50508,71905.22313,76496.27718,289683.3263,285436.2636,315265.8844,187484.6454,146635.9488,137789.1512,184586.2746,81312.89669,87636.18133,75804.8277,85690.75446,103456.3486,86230.81685,110539.8162,89122.19606,292384.1492,469779.2588,329122.9873,316035.8833,165566.7962,220958.8803,160590.235,200740.6651,99984.83884,91327.59386,83166.98282,87383.84556,107024.2162,101404.0342,104962.5652,93800.36288,389717.6637,357386.5441,390952.4989,418878.6543
High,Master Protein,O88967,ATP-dependent zinc metalloprotease YME1L1 OS=Mus musculus OX=10090 GN=Yme1l1 PE=1 SV=1,6,10,0,637635.2853,674371.1978,659546.7235,31672.99602,64110.22297,23508.3828,217038.9978,223484.1647,230074.9164,342418.1894,518600.9781,403063.2134,364672.6881,491385.8443,374883.7881,341675.6968,28053.10027,26987.03368,35039.17439,28780.50725,144210.1881,213366.8796,180889.1436,206967.5221,345929.7777,213166.1119,304232.0012,600181.8661,576626.1665,370814.5603,275364.6143,268963.9632,24546.31369,26626.01962,28732.45261,26264.60871,162062.001,200674.558,181627.3213,166446.4166,197142.7364,283335.5412,194393.2853,212203.1962,658957.3141,674371.1978,671790.7724,51390.16541,77477.7774,51629.65006,391668.282,434813.2905,429510.6823,710442.3279,711574.7137,652742.6122,763378.8664,660626.2935,673340.7753,506651.2496,52111.51205,48487.38915,56875.85267,46873.31272,298407.1722,315505.1469,280436.0746,378363.2595,538312.8983,492302.4256,558823.0256,755582.5649,759933.2734,530250.1871,597468.9623,548468.3058,46310.75698,59542.30548,51529.47317,42875.20512,343019.2828,361547.6875,319264.4643,305874.6651,466043.9735,595188.0598,441972.7858,452578.803
High,Master Protein,Q8BRV5,Uncharacterized protein KIAA1671 OS=Mus musculus OX=10090 GN=Kiaa1671 PE=2 SV=1,6,20,0,805589.382,904625.0615,874080.4056,229183.1724,286395.0303,177245.6936,269089.1527,282119.3564,296367.2952,232871.3107,370349.0429,295761.8757,405884.8576,639046.9274,478539.6255,657273.6464,191082.5091,225809.9444,221342.2315,251741.0714,230135.9987,308958.5182,340091.8122,265050.9066,373797.0488,259597.9123,276639.9183,348346.2246,605543.9392,626351.0566,353536.4636,449271.5806,201610.997,202270.4277,218810.5641,239641.9406,220767.6707,255167.7679,278461.592,261866.6876,256922.1397,245825.1077,240284.7448,270186.6083,832527.6654,904625.0615,890307.1304,371854.9749,346110.9536,389271.0619,485597.9212,548894.5753,553267.2623,483156.6816,508157.5727,478972.9575,849649.3775,859144.0065,859520.3437,974633.307,354955.3661,405710.9343,359284.3829,409997.5675,476209.2992,456856.2978,527251.1713,484547.1596,581678.091,599535.6427,508141.0092,438540.9635,798043.8881,895657.2922,767081.3644,916149.5828,380373.1185,452326.2495,392420.1405,391199.3312,467275.287,459726.0227,489479.7234,481226.2528,607362.0417,516391.8664,546311.6584,576243.5909
High,Master Protein,P97825,Jupiter microtubule associated homolog 1 OS=Mus musculus OX=10090 GN=JPT1 PE=1 SV=3,6,15,0,1592828.509,1868317.449,1855666.438,360931.9496,362899.5879,258357.48,152152.241,143200.2237,137091.7745,211921.0117,308447.2827,281484.7306,1076458.464,1550245.475,1105996.751,1851064.211,397955.8892,369872.0588,354934.7428,377395.5208,130921.44,199986.5859,200452.0145,141541.2971,417526.5544,342757.8943,337174.2285,460680.7761,1690164.415,1862838.057,1202945.715,1404906.655,280491.3189,257668.8365,345610.3061,419802.2197,145580.3703,166369.0286,162020.274,185746.7888,396671.1964,290634.8513,277042.5751,293954.444,1646091.457,1868317.449,1890115.659,585620.3998,438567.3952,567410.6294,274573.7284,278611.957,255926.9933,439689.4253,423221.8915,455851.7678,2253378.629,2084172.619,1986516.177,2744836.71,739243.8951,664546.1914,576132.7569,614644.4228,270909.4082,295719.7353,310764.7866,258755.7022,649727.0373,791591.7836,619332.3576,579961.4785,2227460.79,2663784.904,2610076.571,2864869.94,529194.1377,576210.6689,619825.8546,685298.8553,308134.3799,299740.7253,284799.201,341342.5052,937727.7802,610521.3364,629884.3013,626934.7153
High,Master Protein,P50429,Arylsulfatase B OS=Mus musculus OX=10090 GN=Arsb PE=1 SV=3,6,15,0,1937155.1,2226068.37,2045662.143,802430.9433,854960.6842,614722.945,596290.4839,525236.2256,581741.9274,88661.78368,132595.0787,109716.089,1073978.414,1408581.622,1058223.179,1381279.044,717262.7394,662948.2128,627051.3661,686741.1671,439959.9,568220.9314,701961.7557,447900.0727,149020.8212,100617.3861,140588.8356,203968.3904,1447800.671,1894881.531,946386.4562,1036992.309,622574.984,514223.2163,629480.5695,691109.1291,463298.8895,493960.2344,480883.9835,495772.2747,88290.257,83658.17179,97630.93788,105706.0313,2001932.062,2226068.37,2083638.508,1301962.684,1033227.628,1350068.646,1076065.001,1021905.475,1086013.095,183953.6741,181934.2985,177680.2352,2248187.075,1893717.67,1900708.535,2048219.291,1332389.131,1191113.79,1017834.516,1118459.56,910387.757,840227.0717,1088265.417,818818.9612,231896.2846,232373.63,258238.0491,256780.4332,1908050.6,2709605.808,2053410.295,2114623.12,1174592.615,1149929.139,1128925.628,1128189.116,980615.1458,889949.2903,845297.7576,911069.0489,208717.5158,175736.3187,221973.807,225445.752
High,Master Protein,Q8BNY6,Neuronal calcium sensor 1 OS=Mus musculus OX=10090 GN=Ncs1 PE=1 SV=3,6,10,0,784169.2064,821063.9513,800092.6232,,,,,,,303159.4894,398748.2942,337214.0299,408834.0713,672597.0532,344543.9459,602686.2819,,,,,,,,,1262617.359,911688.4534,901572.4233,599721.059,668326.4318,567014.7972,395984.145,470213.1826,,,,,,,,,1010933.252,1119044.346,695049.0154,761036.7228,810391.2157,821063.9513,814945.8138,,,,,,,628989.1719,547124.3119,546102.8431,855823.0436,904249.2848,618846.4132,893688.842,,,,,,,,,1964801.107,2105524.34,1656036.93,755002.4444,880784.6791,810808.7828,859181.6955,958853.4633,,,,,,,,,2389838.745,2350717.564,1580264.201,1623109.808
High,Master Protein,Q9WUL7,ADP-ribosylation factor-like protein 3 OS=Mus musculus OX=10090 GN=Arl3 PE=1 SV=1,6,23,0,693013.4359,666011.8959,649671.6508,499957.6275,565649.289,379120.1474,426015.488,390478.3188,431803.233,390831.1282,659444.2582,517618.3843,304426.3096,587023.5083,394873.8922,534263.5805,671171.1092,604632.1115,598301.4541,648335.7382,493652.1635,762506.6308,693181.2232,587231.0484,989377.5556,747508.6637,747904.2465,1087840.02,594268.9427,479140.1794,337399.0508,389126.0258,492835.9889,508157.3169,652548.2264,721605.1066,507829.4372,570086.8044,496228.1993,525214.919,821498.4479,723511.8779,528186.67,551847.8632,716187.267,666011.8959,661732.3755,811192.7637,683592.2209,832632.3722,768786.9738,759718.9845,806103.0905,810888.5134,904826.4062,838259.5214,637263.5481,789202.9634,709245.6412,792228.7514,1246769.199,1086337.714,971167.4418,1055910.639,1021490.563,1127516.918,1074652.781,1073533.912,1539603.508,1726354.743,1373774.331,1369506.476,783184.6161,685151.5475,732067.4127,793501.44,929818.139,1136364.302,1170295.72,1177971.745,1074868.187,1027103.624,872269.8167,965175.1039,1942016.267,1519843.325,1200885.79,1176959.866
High,Master Protein,Q8BGN3,Ectonucleotide pyrophosphatase/phosphodiesterase family member 6 OS=Mus musculus OX=10090 GN=Enpp6 PE=1 SV=1,6,14,0,576179.694,601795.9901,600349.8296,204798.722,254237.3159,155727.2874,332479.134,329113.4538,321669.9476,228639.0347,301865.635,287641.7656,323615.1646,572865.8089,476989.3804,521698.817,159809.5806,187032.8268,147195.6328,180980.1836,224459.4846,218613.7357,429476.2622,213135.1685,293237.0736,253931.9053,166789.5278,207092.6249,626132.2386,565562.1315,347836.2613,302562.1711,147531.1617,126295.4891,175813.3884,186878.6279,196962.8276,256059.9543,258496.8367,236699.4075,108765.4664,145058.0321,128613.7979,193904.4214,595446.6956,601795.9901,611494.9272,332290.6425,307248.0683,342011.844,599991.3959,640326.8168,600503.0048,474375.641,414191.1834,465822.8071,677432.0796,770169.1459,856735.8989,773597.186,296862.6927,336040.395,238929.0635,294752.9961,464463.1629,323263.6618,665825.6804,389638.5107,456316.0188,586450.1247,306364.3147,260713.6029,825177.124,808731.5283,754713.4209,616981.3957,278342.3965,282427.6666,315307.9691,305066.7762,416890.1248,461333.4409,454385.6811,434976.934,257120.7597,304715.7739,292416.4715,413551.8809
High,Master Protein,Q8C4X2,Casein kinase I isoform gamma-3 OS=Mus musculus OX=10090 GN=Csnk1g3 PE=1 SV=2,6,29,5,1556188.993,1855855.288,1680644.066,1434240.411,1806521.755,1049898.751,1614602.658,1552351.333,1556403.398,350133.1594,500046.9719,449842.2649,739286.2529,1200984.208,856174.5899,1338888.774,1419454.047,1587130.28,1729433.181,1719519.107,1643800.541,2070224.913,2012717.961,1785060.523,416482.4024,284598.6939,360523.263,517304.1584,1165162.176,1169181.232,756928.9198,912568.5027,1586397.725,1285302.798,1665824.187,1713909.696,1593198.325,1967157.113,1984985.111,1852507.455,280139.2156,347853.6663,335602.9286,371925.0165,1608226.745,1855855.288,1711844.112,2327088.095,2183197.686,2305811.742,2913709.775,3020272.116,2905540.055,726449.1917,686116.6791,728499.1667,1547567.23,1614620.679,1537802.595,1985361.197,2636781.531,2851584.372,2807229.009,2800491.184,3401437.012,3061237.136,3120357.105,3263320.307,648102.1975,657274.3955,662220.6074,651245.9388,1535562.481,1671883.02,1642337.151,1860899.485,2993006.625,2874252.064,2987529.255,2797842.168,3372152.282,3544151.847,3489206.38,3404309.379,662247.0377,730717.8896,763027.1852,793227.3491
High,Master Protein,Q9EPK2,Protein XRP2 OS=Mus musculus OX=10090 GN=Rp2 PE=1 SV=3,6,9,0,961075.8333,1113163.773,1126296.408,,,,566778.107,540146.3761,507954.4235,,,,452774.4921,775856.4945,605946.3063,894994.6647,,,,,572118.4055,749137.9348,750777.1586,631348.6979,,,,,851844.3594,901691.2749,588869.9571,614151.3601,,,,,533976.6877,678622.5833,668616.0758,606392.3255,,,,,993213.4628,1113163.773,1147205.356,,,,1022807.006,1050914.831,948264.393,,,,947804.6745,1043072.783,1088359.563,1327136.14,,,,,1183856.965,1107748.656,1163944.917,1154186.651,,,,,1122642.207,1289382.938,1277693.298,1252370.585,,,,,1130211.272,1222648.392,1175293.187,1114352.915,,,,
